id,season,speed_difference,pass_difference,diffrenceWins,diffrenceGoals,overall_rating_difference,potential_difference,chance_creations_difference,defence_pressure_difference,defence_aggression_difference,goal_difference,diffrenceDaysBeforeLastGame,home_status
2410,2009/2010,-10.0,-21.0,13.0,63.0,-13.0,28.0,25.0,24.0,6.0,1,0.0,W
2411,2009/2010,5.0,7.0,-33.0,-123.0,21.0,24.0,15.0,-7.0,-8.0,-1,0.0,L
2412,2009/2010,5.0,9.0,-10.0,-56.0,1.0,5.0,-14.0,-8.0,-21.0,0,0.0,D
2413,2009/2010,13.0,3.0,8.0,-29.0,-57.0,-64.0,5.0,-8.0,-8.0,2,0.0,W
2414,2009/2010,-4.0,-25.0,-2.0,13.0,26.0,7.0,-14.0,13.0,3.0,2,1.0,W
2415,2009/2010,2.0,8.0,5.0,32.0,5.0,-11.0,17.0,-21.0,-15.0,1,0.0,W
2416,2009/2010,1.0,35.0,-21.0,-106.0,-68.0,-60.0,-4.0,-1.0,6.0,1,0.0,W
2417,2009/2010,-25.0,-9.0,3.0,23.0,-1.0,39.0,30.0,-1.0,-7.0,1,-1.0,W
2418,2009/2010,-1.0,9.0,-7.0,-27.0,65.0,38.0,2.0,12.0,11.0,-2,0.0,L
2419,2009/2010,3.0,3.0,-12.0,2.0,5.0,13.0,-7.0,0.0,3.0,1,1.0,W
2420,2009/2010,-16.0,-17.0,15.0,78.0,10.0,25.0,10.0,13.0,18.0,1,0.0,W
2421,2009/2010,16.0,-20.0,30.0,152.0,1.0,16.0,4.0,-23.0,-7.0,8,1.0,W
2422,2009/2010,7.0,27.0,-28.0,-70.0,34.0,31.0,-16.0,0.0,8.0,2,4.0,W
2423,2009/2010,1.0,-14.0,7.0,-30.0,-43.0,-59.0,-26.0,-3.0,1.0,1,0.0,W
2424,2009/2010,3.0,-11.0,12.0,55.0,112.0,141.0,-4.0,-15.0,-6.0,-1,2.0,L
2425,2009/2010,7.0,-18.0,16.0,67.0,5.0,-20.0,-13.0,22.0,14.0,4,2.0,W
2426,2009/2010,-10.0,-5.0,31.0,125.0,1.0,-26.0,-9.0,10.0,16.0,4,3.0,W
2427,2009/2010,18.0,28.0,-11.0,-58.0,48.0,31.0,5.0,-18.0,-10.0,0,3.0,D
2428,2009/2010,-10.0,10.0,-29.0,-142.0,-94.0,-88.0,10.0,-13.0,-15.0,0,-1.0,D
2429,2009/2010,-21.0,14.0,8.0,10.0,106.0,104.0,-6.0,3.0,9.0,1,0.0,W
2430,2009/2010,-9.0,-35.0,16.0,6.0,-37.0,-41.0,-1.0,21.0,7.0,1,-1.0,W
2431,2009/2010,11.0,6.0,3.0,2.0,5.0,21.0,-21.0,6.0,14.0,2,-1.0,W
2432,2009/2010,-8.0,-16.0,4.0,27.0,138.0,133.0,23.0,-10.0,10.0,1,-1.0,W
2433,2009/2010,-10.0,-1.0,-8.0,27.0,-36.0,-17.0,-8.0,9.0,11.0,0,0.0,D
2434,2009/2010,-17.0,8.0,-5.0,-21.0,-98.0,-109.0,13.0,20.0,13.0,0,1.0,D
2435,2009/2010,-9.0,16.0,-15.0,-65.0,-31.0,-52.0,-8.0,-12.0,-4.0,-1,2.0,L
2436,2009/2010,0.0,28.0,-7.0,-35.0,-14.0,-3.0,29.0,-9.0,-7.0,-1,0.0,L
2437,2009/2010,5.0,-2.0,2.0,1.0,31.0,14.0,-6.0,-3.0,-8.0,1,0.0,W
2438,2009/2010,13.0,-31.0,26.0,49.0,15.0,1.0,-3.0,-24.0,-21.0,3,0.0,W
2439,2009/2010,12.0,-22.0,25.0,55.0,19.0,3.0,-1.0,-12.0,-10.0,4,0.0,W
2440,2009/2010,-13.0,-4.0,2.0,8.0,-43.0,-25.0,-1.0,9.0,8.0,3,0.0,W
2441,2009/2010,9.0,-4.0,-13.0,-43.0,-29.0,-27.0,23.0,9.0,1.0,-2,0.0,L
2442,2009/2010,0.0,-1.0,-4.0,-26.0,112.0,97.0,-22.0,-3.0,3.0,2,-1.0,W
2443,2009/2010,14.0,11.0,9.0,-21.0,-76.0,-76.0,-6.0,3.0,2.0,2,0.0,W
2444,2009/2010,9.0,8.0,-3.0,-11.0,-44.0,-48.0,-4.0,-23.0,-28.0,1,0.0,W
2445,2009/2010,-7.0,21.0,-18.0,-9.0,22.0,1.0,26.0,7.0,3.0,-1,1.0,L
2446,2009/2010,2.0,-4.0,-1.0,-10.0,46.0,51.0,15.0,0.0,-8.0,-1,-1.0,L
2447,2009/2010,-19.0,13.0,-15.0,-70.0,-13.0,36.0,5.0,5.0,-4.0,-1,0.0,L
2448,2009/2010,-26.0,-1.0,-2.0,-14.0,-116.0,-107.0,11.0,32.0,11.0,1,-1.0,W
2449,2009/2010,-21.0,15.0,13.0,38.0,0.0,26.0,16.0,6.0,6.0,1,0.0,W
2450,2009/2010,8.0,-26.0,8.0,51.0,-1.0,-12.0,6.0,-11.0,-4.0,4,0.0,W
2451,2009/2010,11.0,12.0,-13.0,-59.0,-19.0,-11.0,-17.0,-21.0,-15.0,-1,0.0,L
2452,2009/2010,4.0,-3.0,10.0,35.0,-45.0,-12.0,-15.0,-4.0,4.0,2,-1.0,W
2453,2009/2010,-17.0,-25.0,7.0,33.0,104.0,108.0,21.0,2.0,8.0,3,-1.0,W
2454,2009/2010,-6.0,6.0,-15.0,-7.0,5.0,-10.0,-11.0,18.0,18.0,1,1.0,W
2455,2009/2010,9.0,12.0,-2.0,5.0,9.0,-76.0,-11.0,-5.0,11.0,0,0.0,D
2456,2009/2010,0.0,-20.0,8.0,-30.0,47.0,24.0,-8.0,-4.0,-10.0,-1,1.0,L
2457,2009/2010,11.0,16.0,-10.0,11.0,8.0,2.0,-8.0,16.0,17.0,2,0.0,W
2458,2009/2010,20.0,-4.0,12.0,48.0,19.0,3.0,-19.0,-24.0,-13.0,3,0.0,W
2459,2009/2010,10.0,-10.0,20.0,90.0,17.0,8.0,-10.0,13.0,15.0,5,0.0,W
2460,2009/2010,-7.0,-27.0,15.0,7.0,66.0,47.0,16.0,0.0,-8.0,5,-1.0,W
2461,2009/2010,-16.0,20.0,-17.0,-75.0,-104.0,-89.0,-4.0,23.0,7.0,2,1.0,W
2462,2009/2010,-3.0,-3.0,10.0,-17.0,34.0,36.0,7.0,0.0,-3.0,3,1.0,W
2463,2009/2010,10.0,5.0,-19.0,-72.0,-34.0,29.0,9.0,-10.0,-16.0,-2,1.0,L
2464,2009/2010,16.0,17.0,-9.0,-43.0,3.0,-13.0,-10.0,-13.0,-18.0,-1,1.0,L
2465,2009/2010,-18.0,-28.0,4.0,17.0,44.0,31.0,-5.0,18.0,10.0,2,-1.0,W
2466,2009/2010,-7.0,18.0,-7.0,-38.0,50.0,68.0,13.0,-22.0,-14.0,-1,-1.0,L
2467,2009/2010,-3.0,11.0,-10.0,-35.0,-87.0,-103.0,4.0,15.0,6.0,1,-1.0,W
2468,2009/2010,-1.0,14.0,-10.0,13.0,3.0,39.0,26.0,3.0,-1.0,-1,0.0,L
2469,2009/2010,-5.0,-7.0,21.0,72.0,36.0,4.0,-15.0,7.0,8.0,0,1.0,D
2470,2009/2010,-13.0,-3.0,-8.0,23.0,-52.0,-41.0,-5.0,8.0,8.0,-1,-1.0,L
2471,2009/2010,25.0,9.0,-1.0,-7.0,41.0,8.0,-30.0,1.0,7.0,0,-2.0,D
2472,2009/2010,-5.0,-9.0,6.0,37.0,15.0,-12.0,14.0,8.0,21.0,0,0.0,D
2473,2009/2010,1.0,-9.0,1.0,-8.0,0.0,9.0,-2.0,-12.0,-11.0,2,0.0,W
2474,2009/2010,-2.0,-8.0,1.0,-8.0,-8.0,-2.0,-17.0,21.0,15.0,1,0.0,W
2475,2009/2010,10.0,21.0,-6.0,-20.0,-10.0,-32.0,-25.0,-24.0,-6.0,0,0.0,D
2476,2009/2010,5.0,-1.0,-6.0,-21.0,133.0,120.0,16.0,-24.0,-11.0,1,0.0,W
2477,2009/2010,4.0,25.0,1.0,-5.0,-49.0,-19.0,14.0,-13.0,-3.0,0,2.0,D
2478,2009/2010,-1.0,-35.0,12.0,64.0,0.0,16.0,4.0,1.0,-6.0,4,0.0,W
2479,2009/2010,-29.0,-8.0,-1.0,-15.0,-4.0,30.0,20.0,14.0,0.0,1,0.0,W
2480,2009/2010,-19.0,-17.0,21.0,68.0,3.0,35.0,2.0,15.0,5.0,1,0.0,W
2481,2009/2010,-4.0,-7.0,6.0,38.0,-33.0,-3.0,3.0,-9.0,-7.0,2,-1.0,W
2482,2009/2010,-3.0,-14.0,18.0,23.0,17.0,17.0,15.0,5.0,10.0,0,-1.0,D
2483,2009/2010,6.0,-2.0,8.0,-18.0,-99.0,-104.0,-5.0,-13.0,-12.0,1,-1.0,W
2484,2009/2010,-4.0,18.0,-11.0,-46.0,-40.0,2.0,-6.0,-4.0,3.0,1,-1.0,W
2485,2009/2010,-23.0,6.0,-17.0,-77.0,-49.0,-7.0,9.0,-4.0,-7.0,1,1.0,W
2486,2009/2010,-8.0,27.0,-5.0,-33.0,-147.0,-130.0,16.0,14.0,1.0,0,2.0,D
2487,2009/2010,12.0,17.0,-8.0,-35.0,29.0,27.0,-10.0,-24.0,-14.0,-1,0.0,L
2488,2009/2010,3.0,-45.0,23.0,48.0,-97.0,-116.0,-18.0,9.0,-3.0,2,-1.0,W
2489,2010/2011,-14.0,-3.0,12.0,41.0,1.0,4.0,9.0,5.0,7.0,3,0.0,W
2490,2010/2011,17.0,25.0,-10.0,-63.0,-150.0,-154.0,-21.0,-2.0,-8.0,1,0.0,W
2491,2010/2011,5.0,13.0,-5.0,-35.0,-17.0,-29.0,-21.0,10.0,18.0,0,0.0,D
2492,2010/2011,5.0,-15.0,44.0,146.0,29.0,7.0,-16.0,-2.0,1.0,6,-350.0,W
2493,2010/2011,7.0,15.0,0.0,3.0,43.0,27.0,0.0,0.0,8.0,0,0.0,D
2494,2010/2011,-20.0,-5.0,48.0,121.0,19.0,21.0,-6.0,13.0,14.0,3,-350.0,W
2495,2010/2011,-13.0,-24.0,7.0,-19.0,-26.0,-7.0,-9.0,5.0,-2.0,0,0.0,D
2496,2010/2011,-12.0,11.0,2.0,-10.0,-33.0,3.0,39.0,15.0,7.0,0,0.0,D
2497,2010/2011,-2.0,5.0,-14.0,7.0,7.0,-17.0,-1.0,3.0,11.0,1,0.0,W
2498,2010/2011,-11.0,-8.0,21.0,-53.0,32.0,13.0,-24.0,23.0,10.0,-4,97.0,L
2499,2010/2011,-9.0,4.0,20.0,81.0,32.0,10.0,-23.0,-9.0,-1.0,2,-1.0,W
2500,2010/2011,-18.0,-27.0,25.0,116.0,-13.0,-26.0,17.0,21.0,7.0,1,-1.0,W
2501,2010/2011,7.0,-21.0,22.0,26.0,-18.0,-9.0,-26.0,-7.0,-3.0,0,0.0,D
2502,2010/2011,-5.0,-9.0,9.0,64.0,42.0,-25.0,14.0,8.0,21.0,1,1.0,W
2503,2010/2011,15.0,-2.0,-12.0,9.0,-14.0,-26.0,-9.0,-6.0,-6.0,4,0.0,W
2504,2010/2011,-13.0,25.0,-28.0,-71.0,-39.0,-14.0,24.0,-1.0,1.0,1,1.0,W
2505,2010/2011,-7.0,29.0,-34.0,-174.0,-58.0,-55.0,-2.0,11.0,9.0,-1,-1.0,L
2506,2010/2011,1.0,-8.0,4.0,59.0,35.0,71.0,19.0,-33.0,-18.0,2,0.0,W
2507,2010/2011,-9.0,16.0,-22.0,-108.0,-69.0,-62.0,-8.0,-12.0,-4.0,-1,1.0,L
2508,2010/2011,0.0,13.0,-9.0,26.0,100.0,64.0,4.0,-2.0,-2.0,1,0.0,W
2509,2010/2011,-8.0,-10.0,49.0,142.0,27.0,10.0,-8.0,7.0,5.0,1,0.0,W
2510,2010/2011,1.0,-19.0,38.0,99.0,-19.0,-47.0,0.0,10.0,5.0,-1,1.0,L
2511,2010/2011,-1.0,9.0,-14.0,-67.0,90.0,58.0,2.0,12.0,11.0,2,-1.0,W
2512,2010/2011,-5.0,2.0,-4.0,4.0,53.0,-5.0,6.0,3.0,8.0,2,-1.0,W
2513,2010/2011,9.0,9.0,2.0,27.0,26.0,-1.0,2.0,-12.0,2.0,1,0.0,W
2514,2010/2011,-11.0,-6.0,-9.0,-16.0,-75.0,-34.0,21.0,-6.0,-14.0,0,1.0,D
2515,2010/2011,-21.0,18.0,-8.0,22.0,25.0,40.0,35.0,12.0,10.0,0,-1.0,D
2516,2010/2011,10.0,21.0,-16.0,-65.0,10.0,-17.0,-25.0,-24.0,-6.0,2,-1.0,W
2517,2010/2011,3.0,22.0,-26.0,-73.0,-127.0,-101.0,36.0,-7.0,-7.0,-2,-2.0,L
2518,2010/2011,19.0,24.0,-32.0,-37.0,-4.0,-23.0,1.0,-13.0,-20.0,0,-2.0,D
2519,2010/2011,4.0,-11.0,16.0,54.0,-9.0,3.0,8.0,16.0,9.0,0,0.0,D
2520,2010/2011,15.0,6.0,11.0,3.0,27.0,5.0,-31.0,-11.0,-3.0,0,1.0,D
2521,2010/2011,-13.0,24.0,-38.0,-115.0,17.0,33.0,2.0,-4.0,4.0,-2,1.0,L
2522,2010/2011,-8.0,-26.0,11.0,-26.0,-16.0,5.0,-15.0,2.0,-10.0,1,0.0,W
2523,2010/2011,-15.0,11.0,-24.0,-139.0,-160.0,-115.0,-6.0,11.0,-4.0,0,1.0,D
2524,2010/2011,1.0,-10.0,33.0,21.0,111.0,102.0,-26.0,-4.0,6.0,1,0.0,W
2525,2010/2011,-14.0,-21.0,12.0,67.0,24.0,38.0,25.0,13.0,10.0,0,0.0,D
2526,2010/2011,-2.0,-16.0,-14.0,23.0,74.0,72.0,4.0,-9.0,-11.0,-1,-1.0,L
2527,2010/2011,21.0,-15.0,-22.0,-72.0,35.0,18.0,-16.0,-6.0,-6.0,0,-1.0,D
2528,2010/2011,15.0,-12.0,32.0,138.0,9.0,-18.0,-15.0,10.0,11.0,1,-1.0,W
2529,2010/2011,-13.0,-25.0,12.0,60.0,51.0,75.0,21.0,13.0,4.0,2,1.0,W
2530,2010/2011,15.0,-7.0,19.0,-26.0,-15.0,-4.0,-35.0,-9.0,-1.0,0,0.0,D
2531,2010/2011,25.0,10.0,-23.0,-97.0,-52.0,-57.0,-2.0,-19.0,-9.0,0,0.0,D
2532,2010/2011,-16.0,10.0,-14.0,-55.0,45.0,57.0,17.0,1.0,14.0,-1,0.0,L
2533,2010/2011,6.0,1.0,-16.0,-12.0,43.0,8.0,-13.0,12.0,9.0,0,0.0,D
2534,2010/2011,3.0,-46.0,24.0,53.0,12.0,7.0,-40.0,6.0,0.0,0,-1.0,D
2535,2010/2011,-11.0,-7.0,-13.0,3.0,1.0,41.0,10.0,8.0,0.0,-1,0.0,L
2536,2010/2011,-18.0,4.0,-20.0,-110.0,-56.0,-6.0,3.0,-7.0,-15.0,2,1.0,W
2537,2010/2011,-11.0,5.0,11.0,-29.0,-33.0,-39.0,-20.0,21.0,8.0,1,0.0,W
2538,2010/2011,24.0,-15.0,38.0,167.0,13.0,-30.0,-11.0,-8.0,-4.0,-3,-1.0,L
2539,2010/2011,-13.0,-12.0,37.0,177.0,100.0,67.0,0.0,-8.0,5.0,2,0.0,W
2540,2010/2011,12.0,-10.0,11.0,60.0,-10.0,-70.0,-17.0,-12.0,-10.0,-1,-1.0,L
2541,2010/2011,-11.0,-12.0,24.0,105.0,50.0,46.0,17.0,21.0,15.0,3,0.0,W
2542,2010/2011,0.0,11.0,-12.0,-56.0,-7.0,-4.0,-8.0,-5.0,-13.0,0,0.0,D
2543,2010/2011,-3.0,11.0,-11.0,-53.0,-73.0,-81.0,4.0,15.0,6.0,2,0.0,W
2544,2010/2011,-7.0,19.0,-11.0,-43.0,-41.0,1.0,35.0,-19.0,-17.0,-3,0.0,L
2545,2010/2011,-11.0,39.0,-46.0,-147.0,47.0,54.0,20.0,3.0,6.0,1,1.0,W
2546,2010/2011,-1.0,12.0,13.0,-21.0,-31.0,-46.0,-8.0,-2.0,9.0,4,0.0,W
2547,2010/2011,14.0,2.0,-16.0,-3.0,-52.0,-62.0,11.0,-3.0,3.0,-3,0.0,L
2548,2010/2011,16.0,10.0,-7.0,27.0,-29.0,-28.0,16.0,-8.0,-10.0,1,0.0,W
2549,2010/2011,-22.0,-21.0,34.0,150.0,139.0,146.0,-2.0,4.0,3.0,6,1.0,W
2550,2010/2011,-19.0,-5.0,-7.0,-47.0,-57.0,-3.0,17.0,12.0,2.0,1,0.0,W
2551,2010/2011,26.0,1.0,-1.0,30.0,90.0,68.0,-11.0,-32.0,-11.0,2,0.0,W
2552,2010/2011,4.0,24.0,-13.0,-72.0,42.0,56.0,-8.0,-16.0,0.0,-2,-1.0,L
2553,2010/2011,-19.0,-11.0,24.0,70.0,53.0,48.0,3.0,11.0,18.0,-3,-2.0,L
2554,2010/2011,-9.0,13.0,-49.0,-152.0,14.0,31.0,2.0,2.0,-2.0,0,0.0,D
2555,2010/2011,3.0,3.0,-13.0,-9.0,-26.0,-15.0,-7.0,0.0,3.0,1,2.0,W
2556,2010/2011,-4.0,-27.0,12.0,6.0,-49.0,-33.0,-5.0,-13.0,-17.0,0,-1.0,D
2557,2010/2011,-5.0,-3.0,21.0,-25.0,3.0,-8.0,-26.0,0.0,10.0,0,0.0,D
2558,2010/2011,-11.0,20.0,-11.0,-75.0,-23.0,27.0,25.0,-4.0,-10.0,0,1.0,D
2559,2010/2011,7.0,-18.0,24.0,93.0,-15.0,-45.0,-13.0,22.0,14.0,1,0.0,W
2560,2010/2011,3.0,-9.0,10.0,62.0,63.0,59.0,8.0,16.0,8.0,3,-1.0,W
2561,2010/2011,-34.0,-6.0,0.0,7.0,27.0,46.0,26.0,17.0,8.0,1,0.0,W
2562,2010/2011,2.0,-32.0,14.0,75.0,16.0,19.0,-14.0,9.0,-1.0,1,0.0,W
2563,2010/2011,14.0,11.0,16.0,-7.0,-134.0,-160.0,-6.0,3.0,2.0,3,0.0,W
2564,2010/2011,9.0,35.0,-26.0,-40.0,49.0,41.0,1.0,-21.0,-7.0,0,1.0,D
2565,2010/2011,4.0,2.0,1.0,-19.0,-42.0,-5.0,14.0,0.0,1.0,2,1.0,W
2566,2010/2011,24.0,20.0,-60.0,-137.0,-10.0,-15.0,24.0,-15.0,-15.0,-1,0.0,L
2567,2010/2011,3.0,7.0,-5.0,-37.0,-79.0,-116.0,-9.0,18.0,11.0,0,0.0,D
2568,2010/2011,24.0,-4.0,25.0,107.0,-23.0,-37.0,-19.0,-13.0,-17.0,0,-1.0,D
2569,2010/2011,-21.0,14.0,10.0,32.0,63.0,63.0,-6.0,3.0,9.0,1,7.0,W
2570,2010/2011,-20.0,4.0,-19.0,-105.0,-8.0,28.0,19.0,24.0,13.0,0,0.0,D
2571,2010/2011,18.0,28.0,-17.0,-80.0,-4.0,3.0,5.0,-18.0,-10.0,-2,-1.0,L
2572,2010/2011,1.0,3.0,24.0,44.0,-41.0,-77.0,-22.0,-6.0,4.0,1,-1.0,W
2573,2010/2011,-8.0,-16.0,12.0,95.0,98.0,94.0,23.0,-10.0,10.0,0,0.0,D
2574,2010/2011,-8.0,4.0,-37.0,-97.0,-34.0,-23.0,0.0,-10.0,-13.0,2,1.0,W
2575,2010/2011,-10.0,-21.0,-4.0,-26.0,59.0,73.0,-16.0,5.0,1.0,1,0.0,W
2576,2010/2011,9.0,-3.0,3.0,20.0,-28.0,-17.0,4.0,-18.0,-15.0,0,1.0,D
2577,2010/2011,-3.0,-4.0,-3.0,6.0,55.0,46.0,-4.0,-11.0,-2.0,1,0.0,W
2578,2010/2011,-14.0,-15.0,24.0,-25.0,18.0,58.0,-15.0,5.0,-1.0,-1,-7.0,L
2579,2010/2011,11.0,-19.0,26.0,135.0,-55.0,-89.0,-3.0,7.0,7.0,1,0.0,W
2580,2010/2011,14.0,-3.0,20.0,77.0,106.0,77.0,-13.0,22.0,22.0,1,0.0,W
2581,2010/2011,-14.0,-10.0,-2.0,5.0,2.0,44.0,17.0,8.0,-3.0,1,1.0,W
2582,2010/2011,16.0,-11.0,6.0,20.0,-11.0,-36.0,-39.0,-4.0,-11.0,-1,0.0,L
2583,2010/2011,-17.0,8.0,5.0,-2.0,-79.0,-86.0,13.0,20.0,13.0,0,-1.0,D
2584,2010/2011,-2.0,26.0,4.0,0.0,40.0,30.0,18.0,1.0,8.0,-2,0.0,L
2585,2010/2011,16.0,-3.0,-1.0,-5.0,-11.0,14.0,12.0,-6.0,-8.0,0,0.0,D
2586,2010/2011,15.0,24.0,-40.0,-46.0,14.0,-9.0,1.0,-24.0,-16.0,2,0.0,W
2587,2010/2011,-12.0,2.0,-15.0,-76.0,-80.0,-67.0,2.0,27.0,4.0,-1,0.0,L
2588,2010/2011,29.0,-8.0,-7.0,1.0,-2.0,-16.0,4.0,-15.0,-12.0,1,12.0,W
2589,2010/2011,-5.0,-7.0,38.0,147.0,-30.0,-36.0,-15.0,7.0,8.0,2,5.0,W
2590,2010/2011,-8.0,-6.0,-8.0,-46.0,-33.0,-49.0,2.0,12.0,3.0,2,-1.0,W
2591,2010/2011,16.0,14.0,-3.0,-19.0,-25.0,-46.0,-25.0,-28.0,-10.0,-1,1.0,L
2592,2010/2011,-13.0,-35.0,22.0,50.0,0.0,12.0,-1.0,10.0,11.0,0,0.0,D
2593,2010/2011,-1.0,20.0,-29.0,-64.0,-54.0,-43.0,22.0,-7.0,-8.0,-2,9.0,L
2594,2010/2011,-5.0,-2.0,-11.0,32.0,8.0,10.0,8.0,-15.0,0.0,-1,-1.0,L
2595,2010/2011,12.0,16.0,0.0,-7.0,-121.0,-168.0,-7.0,6.0,13.0,-2,-7.0,L
2596,2010/2011,-25.0,-9.0,4.0,31.0,-21.0,-5.0,30.0,-1.0,-7.0,-2,7.0,L
2597,2010/2011,-5.0,10.0,13.0,4.0,31.0,-14.0,-22.0,-2.0,8.0,2,-7.0,W
2598,2010/2011,-4.0,19.0,-43.0,-78.0,-56.0,-65.0,18.0,-12.0,-14.0,1,1.0,W
2599,2010/2011,-3.0,-34.0,42.0,69.0,-50.0,-42.0,-18.0,12.0,6.0,6,-1.0,W
2600,2010/2011,20.0,-4.0,1.0,12.0,6.0,16.0,-9.0,-9.0,-11.0,-2,0.0,L
2601,2010/2011,-3.0,-14.0,23.0,51.0,1.0,-1.0,15.0,5.0,10.0,0,0.0,D
2602,2010/2011,-5.0,-5.0,-28.0,-44.0,-36.0,-35.0,8.0,6.0,-5.0,6,-2.0,W
2603,2010/2011,-7.0,-16.0,-10.0,-40.0,14.0,15.0,-22.0,-3.0,-5.0,3,1.0,W
2604,2010/2011,14.0,4.0,-30.0,-107.0,-9.0,-6.0,19.0,-25.0,-23.0,0,2.0,D
2605,2010/2011,-4.0,10.0,-11.0,24.0,104.0,103.0,22.0,-8.0,-3.0,1,0.0,W
2606,2010/2011,19.0,0.0,-12.0,-9.0,-57.0,-41.0,5.0,-6.0,-5.0,1,0.0,W
2607,2010/2011,1.0,9.0,-12.0,-58.0,-15.0,38.0,-14.0,-19.0,-17.0,-1,0.0,L
2608,2010/2011,-16.0,20.0,-32.0,-178.0,-87.0,-83.0,-4.0,23.0,7.0,-6,0.0,L
2609,2010/2011,20.0,-9.0,36.0,112.0,14.0,-12.0,-2.0,4.0,4.0,-1,15.0,L
2610,2010/2011,-19.0,-13.0,20.0,-22.0,32.0,54.0,-9.0,8.0,7.0,-2,-15.0,L
2611,2010/2011,-11.0,-9.0,30.0,50.0,13.0,44.0,17.0,22.0,15.0,2,0.0,W
2612,2010/2011,34.0,17.0,-12.0,-63.0,-20.0,-18.0,-34.0,-22.0,-21.0,0,-6.0,D
2613,2010/2011,-4.0,-25.0,4.0,39.0,17.0,-19.0,-14.0,13.0,3.0,4,0.0,W
2614,2010/2011,18.0,31.0,-49.0,-136.0,23.0,31.0,24.0,-12.0,-6.0,0,14.0,D
2615,2010/2011,2.0,-14.0,-15.0,3.0,68.0,105.0,18.0,-9.0,-10.0,-2,0.0,L
2616,2010/2011,-4.0,1.0,2.0,-22.0,11.0,19.0,-10.0,15.0,7.0,-2,0.0,L
2617,2010/2011,-8.0,26.0,-29.0,-157.0,-124.0,-117.0,-6.0,11.0,4.0,0,1.0,D
2618,2010/2011,10.0,-25.0,33.0,162.0,98.0,102.0,6.0,0.0,-7.0,1,-1.0,W
2619,2010/2011,9.0,-16.0,21.0,105.0,192.0,204.0,8.0,12.0,4.0,1,0.0,W
2620,2010/2011,-17.0,-14.0,-4.0,10.0,150.0,171.0,13.0,-3.0,-5.0,3,0.0,W
2621,2010/2011,-5.0,-8.0,15.0,38.0,1.0,10.0,4.0,34.0,24.0,1,0.0,W
2622,2010/2011,31.0,3.0,11.0,1.0,-11.0,-18.0,-19.0,-17.0,-11.0,2,1.0,W
2623,2010/2011,-3.0,-35.0,37.0,55.0,55.0,52.0,-40.0,9.0,9.0,1,0.0,W
2624,2010/2011,-3.0,45.0,-38.0,-102.0,54.0,90.0,18.0,-9.0,3.0,-3,1.0,L
2625,2010/2011,24.0,7.0,-51.0,-164.0,-55.0,-52.0,20.0,-13.0,-13.0,-1,0.0,L
2626,2010/2011,5.0,9.0,-7.0,-60.0,1.0,30.0,-14.0,-8.0,-21.0,2,0.0,W
2627,2010/2011,-7.0,7.0,12.0,-45.0,-42.0,-32.0,-6.0,21.0,9.0,-1,-1.0,L
2628,2010/2011,4.0,-18.0,23.0,128.0,-44.0,-84.0,6.0,4.0,-3.0,0,-1.0,D
2629,2010/2011,-10.0,-5.0,35.0,155.0,12.0,-24.0,-9.0,10.0,16.0,1,0.0,W
2630,2010/2011,0.0,1.0,10.0,40.0,-61.0,-63.0,22.0,3.0,-3.0,0,0.0,D
2631,2010/2011,-21.0,18.0,-48.0,-171.0,-30.0,5.0,4.0,8.0,7.0,1,1.0,W
2632,2010/2011,6.0,5.0,3.0,36.0,-31.0,-41.0,-2.0,-23.0,0.0,0,1.0,D
2633,2010/2011,6.0,-11.0,-9.0,11.0,-45.0,-52.0,0.0,-3.0,-9.0,-1,0.0,L
2634,2010/2011,20.0,3.0,12.0,31.0,-28.0,-20.0,-17.0,-12.0,-1.0,-1,-1.0,L
2635,2010/2011,-4.0,0.0,-8.0,-7.0,45.0,-4.0,0.0,-11.0,4.0,1,0.0,W
2636,2010/2011,-19.0,-8.0,-12.0,12.0,-32.0,-48.0,17.0,11.0,2.0,5,-1.0,W
2637,2010/2011,-6.0,20.0,-20.0,-117.0,-67.0,-66.0,-4.0,-1.0,-2.0,2,0.0,W
2638,2010/2011,-10.0,-3.0,15.0,34.0,93.0,77.0,-1.0,-12.0,-10.0,3,0.0,W
2639,2010/2011,23.0,5.0,12.0,45.0,38.0,30.0,-17.0,-1.0,-6.0,0,-7.0,D
2640,2010/2011,-15.0,2.0,13.0,-9.0,6.0,38.0,9.0,6.0,6.0,0,0.0,D
2641,2010/2011,9.0,-4.0,-22.0,-94.0,-32.0,2.0,23.0,9.0,1.0,0,-1.0,D
2642,2010/2011,18.0,27.0,-29.0,-131.0,58.0,77.0,-17.0,-21.0,-7.0,-3,0.0,L
2643,2010/2011,13.0,-25.0,30.0,90.0,25.0,-10.0,-24.0,1.0,-1.0,1,0.0,W
2644,2010/2011,-7.0,21.0,-22.0,-18.0,-55.0,-78.0,26.0,7.0,3.0,0,1.0,D
2645,2010/2011,0.0,-13.0,6.0,-40.0,-13.0,25.0,-4.0,2.0,2.0,1,8.0,W
2646,2010/2011,-9.0,-12.0,3.0,1.0,-7.0,56.0,11.0,5.0,-11.0,2,1.0,W
2647,2010/2011,-1.0,8.0,-5.0,-64.0,-61.0,-63.0,-19.0,33.0,18.0,0,-1.0,D
2648,2010/2011,7.0,-29.0,31.0,172.0,83.0,62.0,2.0,-11.0,-9.0,2,0.0,W
